chr_physbin	Chr.x	Species.x	physbin	rate	physbinnum.x	gene_num	Chr.y	physbinnum.y	Species.y
X (0.33,0.34]	X	C. inopinata	(0.33,0.34]	-5.44421459932828e-14	34	39	X	34	C. inopinata
X (0.34,0.35]	X	C. inopinata	(0.34,0.35]	-1.10959522573734e-14	35	22	X	35	C. inopinata
X (0.35,0.36]	X	C. inopinata	(0.35,0.36]	1.31664459447259	36	39	X	36	C. inopinata
X (0.36,0.37]	X	C. inopinata	(0.36,0.37]	-2.01606131207377e-14	37	20	X	37	C. inopinata
X (0.37,0.38]	X	C. inopinata	(0.37,0.38]	7.50883993288331e-15	38	29	X	38	C. inopinata
X (0.38,0.39]	X	C. inopinata	(0.38,0.39]	5.72868676107898e-15	39	33	X	39	C. inopinata
X (0.39,0.4]	X	C. inopinata	(0.39,0.4]	1.33260455825724e-15	40	33	X	40	C. inopinata
X (0.4,0.41]	X	C. inopinata	(0.4,0.41]	6.02857920122418e-15	41	27	X	41	C. inopinata
X (0.41,0.42]	X	C. inopinata	(0.41,0.42]	-7.71237361899584e-16	42	38	X	42	C. inopinata
X (0.42,0.43]	X	C. inopinata	(0.42,0.43]	1.90505770961437	43	26	X	43	C. inopinata
X (0.43,0.44]	X	C. inopinata	(0.43,0.44]	-2.39550169961603e-14	44	30	X	44	C. inopinata
X (0.44,0.45]	X	C. inopinata	(0.44,0.45]	4.31814630521218e-15	45	26	X	45	C. inopinata
X (0.45,0.46]	X	C. inopinata	(0.45,0.46]	5.17435898604996e-15	46	25	X	46	C. inopinata
X (0.46,0.47]	X	C. inopinata	(0.46,0.47]	-3.30722565412367e-14	47	31	X	47	C. inopinata
X (0.47,0.48]	X	C. inopinata	(0.47,0.48]	1.6243322917357e-14	48	18	X	48	C. inopinata
X (0.48,0.49]	X	C. inopinata	(0.48,0.49]	3.59424016061624e-14	49	33	X	49	C. inopinata
X (0.49,0.5]	X	C. inopinata	(0.49,0.5]	-2.76762409546707e-15	50	32	X	50	C. inopinata
X (0.5,0.51]	X	C. inopinata	(0.5,0.51]	-5.06737985583511e-15	51	29	X	51	C. inopinata
X (0.51,0.52]	X	C. inopinata	(0.51,0.52]	0.890438722037219	52	26	X	52	C. inopinata
X (0.52,0.53]	X	C. inopinata	(0.52,0.53]	4.63033941398127	53	14	X	53	C. inopinata
X (0.53,0.54]	X	C. inopinata	(0.53,0.54]	2.45226687167168e-14	54	31	X	54	C. inopinata
X (0.54,0.55]	X	C. inopinata	(0.54,0.55]	-2.02316922971669e-15	55	27	X	55	C. inopinata
X (0.55,0.56]	X	C. inopinata	(0.55,0.56]	17.4721190482429	56	38	X	56	C. inopinata
X (0.56,0.57]	X	C. inopinata	(0.56,0.57]	1.42425121968599e-13	57	35	X	57	C. inopinata
X (0.57,0.58]	X	C. inopinata	(0.57,0.58]	1.0824802651315e-14	58	21	X	58	C. inopinata
X (0.58,0.59]	X	C. inopinata	(0.58,0.59]	1.36955362549756e-14	59	40	X	59	C. inopinata
X (0.59,0.6]	X	C. inopinata	(0.59,0.6]	0.737950287351502	60	34	X	60	C. inopinata
X (0.6,0.61]	X	C. inopinata	(0.6,0.61]	4.54232328404846e-14	61	39	X	61	C. inopinata
X (0.61,0.62]	X	C. inopinata	(0.61,0.62]	-1.44190355615277e-14	62	32	X	62	C. inopinata
X (0.62,0.63]	X	C. inopinata	(0.62,0.63]	1.04957497111477	63	53	X	63	C. inopinata
X (0.63,0.64]	X	C. inopinata	(0.63,0.64]	16.5404940657938	64	10	X	64	C. inopinata
X (0.64,0.65]	X	C. inopinata	(0.64,0.65]	-5.49867143230982e-15	65	37	X	65	C. inopinata
X (0.65,0.66]	X	C. inopinata	(0.65,0.66]	-2.71617592274974e-15	66	45	X	66	C. inopinata
X (0.66,0.67]	X	C. inopinata	(0.66,0.67]	0.59321495604654	67	28	X	67	C. inopinata
X (0.67,0.68]	X	C. inopinata	(0.67,0.68]	-8.07278597725706e-15	68	28	X	68	C. inopinata
X (0.68,0.69]	X	C. inopinata	(0.68,0.69]	1.74726553668099e-14	69	21	X	69	C. inopinata
X (0.69,0.7]	X	C. inopinata	(0.69,0.7]	-3.64333378974473e-14	70	39	X	70	C. inopinata
X (0.7,0.71]	X	C. inopinata	(0.7,0.71]	5.85659107368711e-14	71	35	X	71	C. inopinata
X (0.71,0.72]	X	C. inopinata	(0.71,0.72]	-4.09685880211332e-14	72	45	X	72	C. inopinata
X (0.72,0.73]	X	C. inopinata	(0.72,0.73]	3.15425739815482e-14	73	27	X	73	C. inopinata
X (0.73,0.74]	X	C. inopinata	(0.73,0.74]	4.80775851659221e-14	74	17	X	74	C. inopinata
X (0.74,0.75]	X	C. inopinata	(0.74,0.75]	-5.5329224059684e-15	75	37	X	75	C. inopinata
X (0.75,0.76]	X	C. inopinata	(0.75,0.76]	-1.47025380555408e-14	76	39	X	76	C. inopinata
X (0.76,0.77]	X	C. inopinata	(0.76,0.77]	2.1732282716622	77	34	X	77	C. inopinata
X (0.77,0.78]	X	C. inopinata	(0.77,0.78]	0.405241450680556	78	36	X	78	C. inopinata
X (0.78,0.79]	X	C. inopinata	(0.78,0.79]	0.652272721601535	79	24	X	79	C. inopinata
X (0.79,0.8]	X	C. inopinata	(0.79,0.8]	1.94816317861289e-14	80	28	X	80	C. inopinata
X (0.8,0.81]	X	C. inopinata	(0.8,0.81]	-1.03160646076351e-14	81	16	X	81	C. inopinata
X (0.81,0.82]	X	C. inopinata	(0.81,0.82]	2.64794364521279e-14	82	24	X	82	C. inopinata
X (0.82,0.83]	X	C. inopinata	(0.82,0.83]	8.12459063491179e-15	83	36	X	83	C. inopinata
X (0.83,0.84]	X	C. inopinata	(0.83,0.84]	-3.50246118568325e-14	84	34	X	84	C. inopinata
X (0.84,0.85]	X	C. inopinata	(0.84,0.85]	1.48794856165344e-14	85	16	X	85	C. inopinata
X (0.85,0.86]	X	C. inopinata	(0.85,0.86]	-1.28469193698046e-14	86	29	X	86	C. inopinata
X (0.86,0.87]	X	C. inopinata	(0.86,0.87]	0.582015784747928	87	30	X	87	C. inopinata
X (0.87,0.88]	X	C. inopinata	(0.87,0.88]	-5.73611134051935e-14	88	33	X	88	C. inopinata
X (0.88,0.89]	X	C. inopinata	(0.88,0.89]	16.6706305393848	89	39	X	89	C. inopinata
X (0.89,0.9]	X	C. inopinata	(0.89,0.9]	2.97091385445989e-14	90	21	X	90	C. inopinata
X (0.9,0.91]	X	C. inopinata	(0.9,0.91]	5.72279998447034e-14	91	31	X	91	C. inopinata
X (0.91,0.92]	X	C. inopinata	(0.91,0.92]	-1.24636746459325e-14	92	37	X	92	C. inopinata
X (0.92,0.93]	X	C. inopinata	(0.92,0.93]	1.46667880464385e-14	93	39	X	93	C. inopinata
X (0.93,0.94]	X	C. inopinata	(0.93,0.94]	-2.09233984015381e-14	94	40	X	94	C. inopinata
X (0.94,0.95]	X	C. inopinata	(0.94,0.95]	0.652182752853877	95	13	X	95	C. inopinata
X (0.95,0.96]	X	C. inopinata	(0.95,0.96]	6.26886404841093e-14	96	25	X	96	C. inopinata
X (0.96,0.97]	X	C. inopinata	(0.96,0.97]	1.87484710392713e-15	97	43	X	97	C. inopinata
X (0.97,0.98]	X	C. inopinata	(0.97,0.98]	4.84933027856717	98	32	X	98	C. inopinata
X (0.98,0.99]	X	C. inopinata	(0.98,0.99]	1.76543090932166	99	33	X	99	C. inopinata
X (0.99,1]	X	C. inopinata	(0.99,1]	2.75369282448814	100	44	X	100	C. inopinata
I (0,0.01]	I	C. tropicalis	(0,0.01]	0	1	57	I	1	C. tropicalis
I (0.01,0.02]	I	C. tropicalis	(0.01,0.02]	0	2	31	I	2	C. tropicalis
I (0.02,0.03]	I	C. tropicalis	(0.02,0.03]	0	3	48	I	3	C. tropicalis
I (0.03,0.04]	I	C. tropicalis	(0.03,0.04]	4.62173939750154	4	31	I	4	C. tropicalis
I (0.04,0.05]	I	C. tropicalis	(0.04,0.05]	-5.85667781266681e-16	5	55	I	5	C. tropicalis
I (0.05,0.06]	I	C. tropicalis	(0.05,0.06]	-5.85667781266682e-16	6	12	I	6	C. tropicalis
I (0.06,0.07]	I	C. tropicalis	(0.06,0.07]	-5.85667781266679e-16	7	30	I	7	C. tropicalis
I (0.07,0.08]	I	C. tropicalis	(0.07,0.08]	-5.85667781266683e-16	8	22	I	8	C. tropicalis
I (0.08,0.09]	I	C. tropicalis	(0.08,0.09]	-5.85667781266683e-16	9	26	I	9	C. tropicalis
I (0.09,0.1]	I	C. tropicalis	(0.09,0.1]	-5.85667781266682e-16	10	70	I	10	C. tropicalis
I (0.1,0.11]	I	C. tropicalis	(0.1,0.11]	-5.85667781266679e-16	11	36	I	11	C. tropicalis
I (0.11,0.12]	I	C. tropicalis	(0.11,0.12]	2.0297960321517	12	25	I	12	C. tropicalis
I (0.12,0.13]	I	C. tropicalis	(0.12,0.13]	1.09261225912193e-15	13	9	I	13	C. tropicalis
I (0.13,0.14]	I	C. tropicalis	(0.13,0.14]	1.95241617099988	14	65	I	14	C. tropicalis
I (0.14,0.15]	I	C. tropicalis	(0.14,0.15]	-4.65597665577146e-16	15	21	I	15	C. tropicalis
I (0.15,0.16]	I	C. tropicalis	(0.15,0.16]	-4.65597665577153e-16	16	28	I	16	C. tropicalis
I (0.16,0.17]	I	C. tropicalis	(0.16,0.17]	2.99364431129302e-17	17	42	I	17	C. tropicalis
I (0.17,0.18]	I	C. tropicalis	(0.17,0.18]	1.98116843056348	18	42	I	18	C. tropicalis
I (0.18,0.19]	I	C. tropicalis	(0.18,0.19]	1.31400300868138	19	75	I	19	C. tropicalis
I (0.19,0.2]	I	C. tropicalis	(0.19,0.2]	2.02027364482551	20	42	I	20	C. tropicalis
I (0.2,0.21]	I	C. tropicalis	(0.2,0.21]	0.710852581107213	21	20	I	21	C. tropicalis
I (0.21,0.22]	I	C. tropicalis	(0.21,0.22]	1.40317244456817	22	28	I	22	C. tropicalis
I (0.22,0.23]	I	C. tropicalis	(0.22,0.23]	1.05877823638339e-15	23	48	I	23	C. tropicalis
I (0.23,0.24]	I	C. tropicalis	(0.23,0.24]	1.94105235914691	24	44	I	24	C. tropicalis
I (0.24,0.25]	I	C. tropicalis	(0.24,0.25]	8.05556531910001e-15	25	37	I	25	C. tropicalis
I (0.25,0.26]	I	C. tropicalis	(0.25,0.26]	1.15569755880286	26	30	I	26	C. tropicalis
I (0.26,0.27]	I	C. tropicalis	(0.26,0.27]	4.76867338039953e-15	27	36	I	27	C. tropicalis
I (0.27,0.28]	I	C. tropicalis	(0.27,0.28]	1.30750284327676	28	60	I	28	C. tropicalis
I (0.28,0.29]	I	C. tropicalis	(0.28,0.29]	1.28276149915125	29	39	I	29	C. tropicalis
I (0.29,0.3]	I	C. tropicalis	(0.29,0.3]	4.08983054864733	30	38	I	30	C. tropicalis
I (0.3,0.31]	I	C. tropicalis	(0.3,0.31]	0.693680074691848	31	30	I	31	C. tropicalis
I (0.31,0.32]	I	C. tropicalis	(0.31,0.32]	2.40004393799992e-15	32	73	I	32	C. tropicalis
I (0.32,0.33]	I	C. tropicalis	(0.32,0.33]	1.21628693917245	33	22	I	33	C. tropicalis
I (0.33,0.34]	I	C. tropicalis	(0.33,0.34]	3.69869092572678	34	28	I	34	C. tropicalis
I (0.34,0.35]	I	C. tropicalis	(0.34,0.35]	-7.30918068462915e-15	35	25	I	35	C. tropicalis
I (0.35,0.36]	I	C. tropicalis	(0.35,0.36]	-7.30918068462901e-15	36	25	I	36	C. tropicalis
I (0.36,0.37]	I	C. tropicalis	(0.36,0.37]	3.0777957042982	37	59	I	37	C. tropicalis
I (0.37,0.38]	I	C. tropicalis	(0.37,0.38]	5.23056595769274	38	31	I	38	C. tropicalis
I (0.38,0.39]	I	C. tropicalis	(0.38,0.39]	1.46229478360945e-14	39	25	I	39	C. tropicalis
I (0.39,0.4]	I	C. tropicalis	(0.39,0.4]	1.46229478360944e-14	40	39	I	40	C. tropicalis
I (0.4,0.41]	I	C. tropicalis	(0.4,0.41]	1.46229478360947e-14	41	63	I	41	C. tropicalis
I (0.41,0.42]	I	C. tropicalis	(0.41,0.42]	0.952903134018831	42	29	I	42	C. tropicalis
I (0.42,0.43]	I	C. tropicalis	(0.42,0.43]	-4.2867877974906e-15	43	29	I	43	C. tropicalis
I (0.43,0.44]	I	C. tropicalis	(0.43,0.44]	-4.28678779749066e-15	44	26	I	44	C. tropicalis
I (0.44,0.45]	I	C. tropicalis	(0.44,0.45]	-4.28678779749063e-15	45	27	I	45	C. tropicalis
I (0.45,0.46]	I	C. tropicalis	(0.45,0.46]	0.898892915728873	46	72	I	46	C. tropicalis
I (0.46,0.47]	I	C. tropicalis	(0.46,0.47]	1.52804489063158e-14	47	21	I	47	C. tropicalis
I (0.47,0.48]	I	C. tropicalis	(0.47,0.48]	1.52804489063157e-14	48	26	I	48	C. tropicalis
I (0.48,0.49]	I	C. tropicalis	(0.48,0.49]	1.52804489063156e-14	49	19	I	49	C. tropicalis
I (0.49,0.5]	I	C. tropicalis	(0.49,0.5]	1.52804489063155e-14	50	25	I	50	C. tropicalis
I (0.5,0.51]	I	C. tropicalis	(0.5,0.51]	2.97533173500732	51	55	I	51	C. tropicalis
I (0.51,0.52]	I	C. tropicalis	(0.51,0.52]	1.19190032053503	52	33	I	52	C. tropicalis
I (0.52,0.53]	I	C. tropicalis	(0.52,0.53]	-3.27522666188593e-15	53	30	I	53	C. tropicalis
I (0.53,0.54]	I	C. tropicalis	(0.53,0.54]	-3.27522666188584e-15	54	32	I	54	C. tropicalis
I (0.54,0.55]	I	C. tropicalis	(0.54,0.55]	-3.27522666188589e-15	55	58	I	55	C. tropicalis
I (0.55,0.56]	I	C. tropicalis	(0.55,0.56]	-3.27522666188586e-15	56	40	I	56	C. tropicalis
I (0.56,0.57]	I	C. tropicalis	(0.56,0.57]	2.68253197203679	57	27	I	57	C. tropicalis
I (0.57,0.58]	I	C. tropicalis	(0.57,0.58]	6.92097531193017e-15	58	32	I	58	C. tropicalis
I (0.58,0.59]	I	C. tropicalis	(0.58,0.59]	4.11816908057062	59	34	I	59	C. tropicalis
I (0.59,0.6]	I	C. tropicalis	(0.59,0.6]	1.22719650561496	60	50	I	60	C. tropicalis
I (0.6,0.61]	I	C. tropicalis	(0.6,0.61]	-1.43949648864898e-14	61	22	I	61	C. tropicalis
I (0.61,0.62]	I	C. tropicalis	(0.61,0.62]	-1.439496488649e-14	62	24	I	62	C. tropicalis
I (0.62,0.63]	I	C. tropicalis	(0.62,0.63]	2.38640747779812	63	27	I	63	C. tropicalis
I (0.63,0.64]	I	C. tropicalis	(0.63,0.64]	1.77097628685971e-15	64	54	I	64	C. tropicalis
I (0.64,0.65]	I	C. tropicalis	(0.64,0.65]	0.969655169481786	65	32	I	65	C. tropicalis
I (0.65,0.66]	I	C. tropicalis	(0.65,0.66]	2.39857872881555e-15	66	21	I	66	C. tropicalis
I (0.66,0.67]	I	C. tropicalis	(0.66,0.67]	2.39857872881554e-15	67	25	I	67	C. tropicalis
I (0.67,0.68]	I	C. tropicalis	(0.67,0.68]	2.39857872881553e-15	68	28	I	68	C. tropicalis
I (0.68,0.69]	I	C. tropicalis	(0.68,0.69]	2.39857872881564e-15	69	45	I	69	C. tropicalis
I (0.69,0.7]	I	C. tropicalis	(0.69,0.7]	2.39857872881552e-15	70	35	I	70	C. tropicalis
I (0.7,0.71]	I	C. tropicalis	(0.7,0.71]	2.3985787288155e-15	71	38	I	71	C. tropicalis
I (0.71,0.72]	I	C. tropicalis	(0.71,0.72]	-4.23549433295799e-15	72	37	I	72	C. tropicalis
I (0.72,0.73]	I	C. tropicalis	(0.72,0.73]	-2.57904647996827e-14	73	54	I	73	C. tropicalis
I (0.73,0.74]	I	C. tropicalis	(0.73,0.74]	1.29418171513017	74	27	I	74	C. tropicalis
I (0.74,0.75]	I	C. tropicalis	(0.74,0.75]	-1.92846676191109e-14	75	23	I	75	C. tropicalis
I (0.75,0.76]	I	C. tropicalis	(0.75,0.76]	-1.92846676191116e-14	76	23	I	76	C. tropicalis
I (0.76,0.77]	I	C. tropicalis	(0.76,0.77]	1.96592107463107	77	25	I	77	C. tropicalis
I (0.77,0.78]	I	C. tropicalis	(0.77,0.78]	1.77975806001136e-14	78	36	I	78	C. tropicalis
I (0.78,0.79]	I	C. tropicalis	(0.78,0.79]	1.77975806001127e-14	79	15	I	79	C. tropicalis
I (0.79,0.8]	I	C. tropicalis	(0.79,0.8]	3.64467512183476	80	20	I	80	C. tropicalis
I (0.8,0.81]	I	C. tropicalis	(0.8,0.81]	-4.63933660130883e-15	81	11	I	81	C. tropicalis
I (0.81,0.82]	I	C. tropicalis	(0.81,0.82]	2.43731761471778	82	34	I	82	C. tropicalis
I (0.82,0.83]	I	C. tropicalis	(0.82,0.83]	4.51644700458808	83	26	I	83	C. tropicalis
I (0.83,0.84]	I	C. tropicalis	(0.83,0.84]	1.91797128528689	84	21	I	84	C. tropicalis
I (0.84,0.85]	I	C. tropicalis	(0.84,0.85]	2.64816000054251	85	21	I	85	C. tropicalis
I (0.85,0.86]	I	C. tropicalis	(0.85,0.86]	7.20890876188837	86	40	I	86	C. tropicalis
I (0.86,0.87]	I	C. tropicalis	(0.86,0.87]	-2.07470039294164e-14	87	59	I	87	C. tropicalis
I (0.87,0.88]	I	C. tropicalis	(0.87,0.88]	4.88770580726673	88	13	I	88	C. tropicalis
I (0.88,0.89]	I	C. tropicalis	(0.88,0.89]	2.19556621856394	89	24	I	89	C. tropicalis
I (0.89,0.9]	I	C. tropicalis	(0.89,0.9]	1.2871885257101e-07	90	17	I	90	C. tropicalis
I (0.9,0.91]	I	C. tropicalis	(0.9,0.91]	1.16304480522859	91	24	I	91	C. tropicalis
I (0.91,0.92]	I	C. tropicalis	(0.91,0.92]	1.18887823582397	92	22	I	92	C. tropicalis
I (0.92,0.93]	I	C. tropicalis	(0.92,0.93]	2.27258069345275	93	16	I	93	C. tropicalis
I (0.93,0.94]	I	C. tropicalis	(0.93,0.94]	0.969492571724377	94	18	I	94	C. tropicalis
I (0.94,0.95]	I	C. tropicalis	(0.94,0.95]	0.975145175391707	95	25	I	95	C. tropicalis
I (0.95,0.96]	I	C. tropicalis	(0.95,0.96]	2.22446795159531	96	43	I	96	C. tropicalis
I (0.96,0.97]	I	C. tropicalis	(0.96,0.97]	2.18606215279424	97	27	I	97	C. tropicalis
I (0.97,0.98]	I	C. tropicalis	(0.97,0.98]	-4.85380548780635e-14	98	11	I	98	C. tropicalis
I (0.98,0.99]	I	C. tropicalis	(0.98,0.99]	-1.26923786658847e-14	99	22	I	99	C. tropicalis
I (0.99,1]	I	C. tropicalis	(0.99,1]	1.68922510652598	100	13	I	100	C. tropicalis
II (0,0.01]	II	C. tropicalis	(0,0.01]	0	1	60	II	1	C. tropicalis
II (0.01,0.02]	II	C. tropicalis	(0.01,0.02]	0	2	37	II	2	C. tropicalis
II (0.02,0.03]	II	C. tropicalis	(0.02,0.03]	0	3	33	II	3	C. tropicalis
II (0.03,0.04]	II	C. tropicalis	(0.03,0.04]	0	4	68	II	4	C. tropicalis
II (0.04,0.05]	II	C. tropicalis	(0.04,0.05]	0	5	44	II	5	C. tropicalis
II (0.05,0.06]	II	C. tropicalis	(0.05,0.06]	0	6	46	II	6	C. tropicalis
II (0.06,0.07]	II	C. tropicalis	(0.06,0.07]	0	7	30	II	7	C. tropicalis
II (0.07,0.08]	II	C. tropicalis	(0.07,0.08]	0	8	63	II	8	C. tropicalis
II (0.08,0.09]	II	C. tropicalis	(0.08,0.09]	0	9	22	II	9	C. tropicalis
II (0.09,0.1]	II	C. tropicalis	(0.09,0.1]	0	10	23	II	10	C. tropicalis
II (0.1,0.11]	II	C. tropicalis	(0.1,0.11]	0	11	24	II	11	C. tropicalis
II (0.11,0.12]	II	C. tropicalis	(0.11,0.12]	0	12	93	II	12	C. tropicalis
II (0.12,0.13]	II	C. tropicalis	(0.12,0.13]	4.41728870802709	13	31	II	13	C. tropicalis
II (0.13,0.14]	II	C. tropicalis	(0.13,0.14]	9.0898709091175e-16	14	25	II	14	C. tropicalis
II (0.14,0.15]	II	C. tropicalis	(0.14,0.15]	9.08987090911742e-16	15	56	II	15	C. tropicalis
II (0.15,0.16]	II	C. tropicalis	(0.15,0.16]	9.08987090911754e-16	16	44	II	16	C. tropicalis
II (0.16,0.17]	II	C. tropicalis	(0.16,0.17]	6.36774438020515	17	27	II	17	C. tropicalis
II (0.17,0.18]	II	C. tropicalis	(0.17,0.18]	-3.85454952916147e-15	18	19	II	18	C. tropicalis
II (0.18,0.19]	II	C. tropicalis	(0.18,0.19]	1.81552744302325	19	54	II	19	C. tropicalis
II (0.19,0.2]	II	C. tropicalis	(0.19,0.2]	4.82121912289985	20	26	II	20	C. tropicalis
II (0.2,0.21]	II	C. tropicalis	(0.2,0.21]	-9.82481852084962e-16	21	57	II	21	C. tropicalis
II (0.21,0.22]	II	C. tropicalis	(0.21,0.22]	-5.85919582299029e-15	22	33	II	22	C. tropicalis
II (0.22,0.23]	II	C. tropicalis	(0.22,0.23]	-5.85919582299032e-15	23	67	II	23	C. tropicalis
II (0.23,0.24]	II	C. tropicalis	(0.23,0.24]	5.08047233454861	24	38	II	24	C. tropicalis
II (0.24,0.25]	II	C. tropicalis	(0.24,0.25]	5.5538699835543	25	32	II	25	C. tropicalis
II (0.25,0.26]	II	C. tropicalis	(0.25,0.26]	2.12141007358202e-07	26	55	II	26	C. tropicalis
II (0.26,0.27]	II	C. tropicalis	(0.26,0.27]	2.29824382676136e-15	27	24	II	27	C. tropicalis
II (0.27,0.28]	II	C. tropicalis	(0.27,0.28]	2.29824382676139e-15	28	36	II	28	C. tropicalis
II (0.28,0.29]	II	C. tropicalis	(0.28,0.29]	2.29824382676134e-15	29	30	II	29	C. tropicalis
II (0.29,0.3]	II	C. tropicalis	(0.29,0.3]	2.29824382676137e-15	30	74	II	30	C. tropicalis
II (0.3,0.31]	II	C. tropicalis	(0.3,0.31]	1.10990928523027e-14	31	28	II	31	C. tropicalis
II (0.31,0.32]	II	C. tropicalis	(0.31,0.32]	1.03401470037671e-14	32	28	II	32	C. tropicalis
II (0.32,0.33]	II	C. tropicalis	(0.32,0.33]	1.0340147003767e-14	33	34	II	33	C. tropicalis
II (0.33,0.34]	II	C. tropicalis	(0.33,0.34]	1.0340147003767e-14	34	76	II	34	C. tropicalis
II (0.34,0.35]	II	C. tropicalis	(0.34,0.35]	0.490627308703049	35	33	II	35	C. tropicalis
II (0.35,0.36]	II	C. tropicalis	(0.35,0.36]	7.2565832725391e-16	36	32	II	36	C. tropicalis
II (0.36,0.37]	II	C. tropicalis	(0.36,0.37]	7.25658327253905e-16	37	24	II	37	C. tropicalis
II (0.37,0.38]	II	C. tropicalis	(0.37,0.38]	7.25658327253901e-16	38	62	II	38	C. tropicalis
II (0.38,0.39]	II	C. tropicalis	(0.38,0.39]	0.49629463561237	39	20	II	39	C. tropicalis
II (0.39,0.4]	II	C. tropicalis	(0.39,0.4]	2.87062349732275	40	25	II	40	C. tropicalis
II (0.4,0.41]	II	C. tropicalis	(0.4,0.41]	-9.43227738209744e-16	41	61	II	41	C. tropicalis
II (0.41,0.42]	II	C. tropicalis	(0.41,0.42]	-9.43227738209737e-16	42	30	II	42	C. tropicalis
II (0.42,0.43]	II	C. tropicalis	(0.42,0.43]	-9.43227738209712e-16	43	31	II	43	C. tropicalis
II (0.43,0.44]	II	C. tropicalis	(0.43,0.44]	-9.43227738209725e-16	44	33	II	44	C. tropicalis
II (0.44,0.45]	II	C. tropicalis	(0.44,0.45]	-9.43227738209719e-16	45	46	II	45	C. tropicalis
II (0.45,0.46]	II	C. tropicalis	(0.45,0.46]	-9.43227738209713e-16	46	40	II	46	C. tropicalis
II (0.46,0.47]	II	C. tropicalis	(0.46,0.47]	-9.43227738209732e-16	47	31	II	47	C. tropicalis
II (0.47,0.48]	II	C. tropicalis	(0.47,0.48]	-9.43227738209725e-16	48	21	II	48	C. tropicalis
II (0.48,0.49]	II	C. tropicalis	(0.48,0.49]	-9.43227738209719e-16	49	51	II	49	C. tropicalis
II (0.49,0.5]	II	C. tropicalis	(0.49,0.5]	-9.43227738209713e-16	50	19	II	50	C. tropicalis
II (0.5,0.51]	II	C. tropicalis	(0.5,0.51]	-9.43227738209708e-16	51	30	II	51	C. tropicalis
II (0.51,0.52]	II	C. tropicalis	(0.51,0.52]	-9.4322773820972e-16	52	45	II	52	C. tropicalis
II (0.52,0.53]	II	C. tropicalis	(0.52,0.53]	-9.43227738209733e-16	53	23	II	53	C. tropicalis
II (0.53,0.54]	II	C. tropicalis	(0.53,0.54]	1.85179874488572	54	28	II	54	C. tropicalis
II (0.54,0.55]	II	C. tropicalis	(0.54,0.55]	-9.89658783532125e-15	55	36	II	55	C. tropicalis
II (0.55,0.56]	II	C. tropicalis	(0.55,0.56]	-9.89658783532118e-15	56	51	II	56	C. tropicalis
II (0.56,0.57]	II	C. tropicalis	(0.56,0.57]	-9.89658783532135e-15	57	32	II	57	C. tropicalis
II (0.57,0.58]	II	C. tropicalis	(0.57,0.58]	-9.89658783532134e-15	58	20	II	58	C. tropicalis
II (0.58,0.59]	II	C. tropicalis	(0.58,0.59]	-9.89658783532108e-15	59	26	II	59	C. tropicalis
II (0.59,0.6]	II	C. tropicalis	(0.59,0.6]	1.36086964219135	60	45	II	60	C. tropicalis
II (0.6,0.61]	II	C. tropicalis	(0.6,0.61]	1.53503552026507e-14	61	33	II	61	C. tropicalis
II (0.61,0.62]	II	C. tropicalis	(0.61,0.62]	1.53503552026509e-14	62	32	II	62	C. tropicalis
II (0.62,0.63]	II	C. tropicalis	(0.62,0.63]	1.53503552026509e-14	63	56	II	63	C. tropicalis
II (0.63,0.64]	II	C. tropicalis	(0.63,0.64]	1.53503552026508e-14	64	24	II	64	C. tropicalis
II (0.64,0.65]	II	C. tropicalis	(0.64,0.65]	1.53503552026507e-14	65	24	II	65	C. tropicalis
II (0.65,0.66]	II	C. tropicalis	(0.65,0.66]	1.53503552026506e-14	66	33	II	66	C. tropicalis
II (0.66,0.67]	II	C. tropicalis	(0.66,0.67]	1.53503552026505e-14	67	44	II	67	C. tropicalis
II (0.67,0.68]	II	C. tropicalis	(0.67,0.68]	1.53503552026504e-14	68	20	II	68	C. tropicalis
II (0.68,0.69]	II	C. tropicalis	(0.68,0.69]	1.53503552026511e-14	69	28	II	69	C. tropicalis
II (0.69,0.7]	II	C. tropicalis	(0.69,0.7]	1.53503552026503e-14	70	42	II	70	C. tropicalis
II (0.7,0.71]	II	C. tropicalis	(0.7,0.71]	0.950058579375298	71	54	II	71	C. tropicalis
II (0.71,0.72]	II	C. tropicalis	(0.71,0.72]	-3.5626497003346e-17	72	34	II	72	C. tropicalis
II (0.72,0.73]	II	C. tropicalis	(0.72,0.73]	-3.56264970033457e-17	73	30	II	73	C. tropicalis
II (0.73,0.74]	II	C. tropicalis	(0.73,0.74]	3.44136734955581	74	22	II	74	C. tropicalis
II (0.74,0.75]	II	C. tropicalis	(0.74,0.75]	1.7791420761271	75	48	II	75	C. tropicalis
II (0.75,0.76]	II	C. tropicalis	(0.75,0.76]	5.56920383683897e-15	76	19	II	76	C. tropicalis
II (0.76,0.77]	II	C. tropicalis	(0.76,0.77]	5.56920383683894e-15	77	27	II	77	C. tropicalis
II (0.77,0.78]	II	C. tropicalis	(0.77,0.78]	1.49819869132998	78	56	II	78	C. tropicalis
II (0.78,0.79]	II	C. tropicalis	(0.78,0.79]	3.39132199224791	79	39	II	79	C. tropicalis
II (0.79,0.8]	II	C. tropicalis	(0.79,0.8]	2.13030054397754	80	32	II	80	C. tropicalis
II (0.8,0.81]	II	C. tropicalis	(0.8,0.81]	-5.00608925280614e-15	81	44	II	81	C. tropicalis
