chr_physbin	Chr.x	Species.x	physbin	rate	physbinnum.x	gene_num	Chr.y	physbinnum.y	Species.y
I (0.94,0.95]	I	C. elegans	(0.94,0.95]	2.10240130823787	95	40	I	95	C. elegans
I (0.95,0.96]	I	C. elegans	(0.95,0.96]	0.252982228078211	96	14	I	96	C. elegans
I (0.96,0.97]	I	C. elegans	(0.96,0.97]	6.53979498932411	97	20	I	97	C. elegans
I (0.97,0.98]	I	C. elegans	(0.97,0.98]	2.09026308972747	98	13	I	98	C. elegans
I (0.98,0.99]	I	C. elegans	(0.98,0.99]	3.07951213137917	99	44	I	99	C. elegans
I (0.99,1]	I	C. elegans	(0.99,1]	0.650330968912225	100	26	I	100	C. elegans
II (0,0.01]	II	C. elegans	(0,0.01]	0	1	52	II	1	C. elegans
II (0.01,0.02]	II	C. elegans	(0.01,0.02]	0	2	43	II	2	C. elegans
II (0.02,0.03]	II	C. elegans	(0.02,0.03]	0.272357394091615	3	18	II	3	C. elegans
II (0.03,0.04]	II	C. elegans	(0.03,0.04]	0.213744368181394	4	48	II	4	C. elegans
II (0.04,0.05]	II	C. elegans	(0.04,0.05]	0.217711825936144	5	14	II	5	C. elegans
II (0.05,0.06]	II	C. elegans	(0.05,0.06]	-1.65251950447788e-16	6	59	II	6	C. elegans
II (0.06,0.07]	II	C. elegans	(0.06,0.07]	0.189860048607555	7	22	II	7	C. elegans
II (0.07,0.08]	II	C. elegans	(0.07,0.08]	-1.34030492590395e-15	8	30	II	8	C. elegans
II (0.08,0.09]	II	C. elegans	(0.08,0.09]	0.156141219596668	9	17	II	9	C. elegans
II (0.09,0.1]	II	C. elegans	(0.09,0.1]	0.619441272449069	10	48	II	10	C. elegans
II (0.1,0.11]	II	C. elegans	(0.1,0.11]	0.849782477333364	11	41	II	11	C. elegans
II (0.11,0.12]	II	C. elegans	(0.11,0.12]	1.71076997229601	12	73	II	12	C. elegans
II (0.12,0.13]	II	C. elegans	(0.12,0.13]	-5.77404554681284e-16	13	26	II	13	C. elegans
II (0.13,0.14]	II	C. elegans	(0.13,0.14]	1.42643765124311	14	57	II	14	C. elegans
II (0.14,0.15]	II	C. elegans	(0.14,0.15]	1.58130416536366	15	21	II	15	C. elegans
II (0.15,0.16]	II	C. elegans	(0.15,0.16]	2.22416608589299	16	54	II	16	C. elegans
II (0.16,0.17]	II	C. elegans	(0.16,0.17]	2.61558066456488	17	16	II	17	C. elegans
II (0.17,0.18]	II	C. elegans	(0.17,0.18]	5.2024306065258	18	68	II	18	C. elegans
II (0.18,0.19]	II	C. elegans	(0.18,0.19]	2.18097795827801	19	26	II	19	C. elegans
II (0.19,0.2]	II	C. elegans	(0.19,0.2]	5.32725262912034	20	53	II	20	C. elegans
II (0.2,0.21]	II	C. elegans	(0.2,0.21]	1.60996566407511	21	33	II	21	C. elegans
II (0.21,0.22]	II	C. elegans	(0.21,0.22]	2.9714011691576	22	74	II	22	C. elegans
II (0.22,0.23]	II	C. elegans	(0.22,0.23]	0.521857265769466	23	34	II	23	C. elegans
II (0.23,0.24]	II	C. elegans	(0.23,0.24]	4.51430478298399	24	58	II	24	C. elegans
II (0.24,0.25]	II	C. elegans	(0.24,0.25]	0.879357230298673	25	37	II	25	C. elegans
II (0.25,0.26]	II	C. elegans	(0.25,0.26]	0.64885369587394	26	45	II	26	C. elegans
II (0.26,0.27]	II	C. elegans	(0.26,0.27]	1.16913835717947	27	29	II	27	C. elegans
II (0.27,0.28]	II	C. elegans	(0.27,0.28]	0.528671322809128	28	21	II	28	C. elegans
II (0.28,0.29]	II	C. elegans	(0.28,0.29]	1.53357582344883	29	43	II	29	C. elegans
II (0.29,0.3]	II	C. elegans	(0.29,0.3]	0.55460751903091	30	16	II	30	C. elegans
II (0.3,0.31]	II	C. elegans	(0.3,0.31]	0.663816813307918	31	61	II	31	C. elegans
II (0.31,0.32]	II	C. elegans	(0.31,0.32]	0.942207155909023	32	32	II	32	C. elegans
II (0.32,0.33]	II	C. elegans	(0.32,0.33]	3.23596947824317	33	57	II	33	C. elegans
II (0.33,0.34]	II	C. elegans	(0.33,0.34]	0.255132290444549	34	31	II	34	C. elegans
II (0.34,0.35]	II	C. elegans	(0.34,0.35]	0.729371775372052	35	45	II	35	C. elegans
II (0.35,0.36]	II	C. elegans	(0.35,0.36]	0.78689493335252	36	33	II	36	C. elegans
II (0.36,0.37]	II	C. elegans	(0.36,0.37]	-3.28825237333821e-15	37	70	II	37	C. elegans
II (0.37,0.38]	II	C. elegans	(0.37,0.38]	-2.16013550699073e-15	38	28	II	38	C. elegans
II (0.38,0.39]	II	C. elegans	(0.38,0.39]	2.12216048103525	39	51	II	39	C. elegans
II (0.39,0.4]	II	C. elegans	(0.39,0.4]	6.01443987590352e-06	40	26	II	40	C. elegans
II (0.4,0.41]	II	C. elegans	(0.4,0.41]	0.208285279793866	41	44	II	41	C. elegans
II (0.41,0.42]	II	C. elegans	(0.41,0.42]	3.53301724105098e-15	42	27	II	42	C. elegans
II (0.42,0.43]	II	C. elegans	(0.42,0.43]	0.256077237042252	43	56	II	43	C. elegans
II (0.43,0.44]	II	C. elegans	(0.43,0.44]	0.927578291144235	44	23	II	44	C. elegans
II (0.44,0.45]	II	C. elegans	(0.44,0.45]	0.53400526165549	45	55	II	45	C. elegans
II (0.45,0.46]	II	C. elegans	(0.45,0.46]	0.278054396915899	46	21	II	46	C. elegans
II (0.46,0.47]	II	C. elegans	(0.46,0.47]	0.149299834966058	47	53	II	47	C. elegans
II (0.47,0.48]	II	C. elegans	(0.47,0.48]	0.229440333986322	48	24	II	48	C. elegans
II (0.48,0.49]	II	C. elegans	(0.48,0.49]	0.680436630500427	49	46	II	49	C. elegans
II (0.49,0.5]	II	C. elegans	(0.49,0.5]	0.275285253771587	50	26	II	50	C. elegans
II (0.5,0.51]	II	C. elegans	(0.5,0.51]	0.809056098488115	51	42	II	51	C. elegans
II (0.51,0.52]	II	C. elegans	(0.51,0.52]	0.153755489693813	52	36	II	52	C. elegans
II (0.52,0.53]	II	C. elegans	(0.52,0.53]	0.272876884360295	53	24	II	53	C. elegans
II (0.53,0.54]	II	C. elegans	(0.53,0.54]	0.399555633531405	54	58	II	54	C. elegans
II (0.54,0.55]	II	C. elegans	(0.54,0.55]	2.26197001664357e-14	55	18	II	55	C. elegans
II (0.55,0.56]	II	C. elegans	(0.55,0.56]	-4.59102056445709e-14	56	59	II	56	C. elegans
II (0.56,0.57]	II	C. elegans	(0.56,0.57]	2.48004081938866e-14	57	28	II	57	C. elegans
II (0.57,0.58]	II	C. elegans	(0.57,0.58]	0.285836791231131	58	46	II	58	C. elegans
II (0.58,0.59]	II	C. elegans	(0.58,0.59]	0.539697889330345	59	27	II	59	C. elegans
II (0.59,0.6]	II	C. elegans	(0.59,0.6]	-6.42950074433601e-15	60	40	II	60	C. elegans
II (0.6,0.61]	II	C. elegans	(0.6,0.61]	0.52708622274915	61	20	II	61	C. elegans
II (0.61,0.62]	II	C. elegans	(0.61,0.62]	0.502441464358031	62	60	II	62	C. elegans
II (0.62,0.63]	II	C. elegans	(0.62,0.63]	5.04674000907935e-15	63	31	II	63	C. elegans
II (0.63,0.64]	II	C. elegans	(0.63,0.64]	1.64456230595656	64	55	II	64	C. elegans
II (0.64,0.65]	II	C. elegans	(0.64,0.65]	0.907220136028795	65	32	II	65	C. elegans
II (0.65,0.66]	II	C. elegans	(0.65,0.66]	1.71066649520241	66	41	II	66	C. elegans
II (0.66,0.67]	II	C. elegans	(0.66,0.67]	0.250417659723361	67	27	II	67	C. elegans
II (0.67,0.68]	II	C. elegans	(0.67,0.68]	0.540784366318671	68	43	II	68	C. elegans
II (0.68,0.69]	II	C. elegans	(0.68,0.69]	3.26012203841049e-15	69	28	II	69	C. elegans
II (0.69,0.7]	II	C. elegans	(0.69,0.7]	1.2653400347887	70	49	II	70	C. elegans
II (0.7,0.71]	II	C. elegans	(0.7,0.71]	0.774660486258676	71	19	II	71	C. elegans
II (0.71,0.72]	II	C. elegans	(0.71,0.72]	3.17273437152474e-06	72	40	II	72	C. elegans
II (0.72,0.73]	II	C. elegans	(0.72,0.73]	0.0684798952535746	73	18	II	73	C. elegans
II (0.73,0.74]	II	C. elegans	(0.73,0.74]	2.6911658860866e-15	74	42	II	74	C. elegans
II (0.74,0.75]	II	C. elegans	(0.74,0.75]	-2.64825764244588e-14	75	20	II	75	C. elegans
II (0.75,0.76]	II	C. elegans	(0.75,0.76]	0.738357661720272	76	61	II	76	C. elegans
II (0.76,0.77]	II	C. elegans	(0.76,0.77]	0.828393420360073	77	42	II	77	C. elegans
II (0.77,0.78]	II	C. elegans	(0.77,0.78]	0.310106329570845	78	23	II	78	C. elegans
II (0.78,0.79]	II	C. elegans	(0.78,0.79]	0.694602489541387	79	34	II	79	C. elegans
II (0.79,0.8]	II	C. elegans	(0.79,0.8]	1.1106390710328	80	16	II	80	C. elegans
II (0.8,0.81]	II	C. elegans	(0.8,0.81]	2.34137240636324	81	39	II	81	C. elegans
II (0.81,0.82]	II	C. elegans	(0.81,0.82]	3.83254713593947	82	37	II	82	C. elegans
II (0.82,0.83]	II	C. elegans	(0.82,0.83]	2.43493659219694	83	49	II	83	C. elegans
II (0.83,0.84]	II	C. elegans	(0.83,0.84]	2.45638477786829	84	14	II	84	C. elegans
II (0.84,0.85]	II	C. elegans	(0.84,0.85]	2.85939035491731	85	45	II	85	C. elegans
II (0.85,0.86]	II	C. elegans	(0.85,0.86]	3.73353981180697	86	19	II	86	C. elegans
II (0.86,0.87]	II	C. elegans	(0.86,0.87]	2.97529552325658	87	26	II	87	C. elegans
II (0.87,0.88]	II	C. elegans	(0.87,0.88]	2.59185632285104	88	9	II	88	C. elegans
II (0.88,0.89]	II	C. elegans	(0.88,0.89]	2.49142831472318	89	32	II	89	C. elegans
II (0.89,0.9]	II	C. elegans	(0.89,0.9]	2.2772080775258	90	17	II	90	C. elegans
II (0.9,0.91]	II	C. elegans	(0.9,0.91]	2.4031833300559	91	41	II	91	C. elegans
II (0.91,0.92]	II	C. elegans	(0.91,0.92]	4.30896635323563	92	24	II	92	C. elegans
II (0.92,0.93]	II	C. elegans	(0.92,0.93]	2.65553589730409	93	31	II	93	C. elegans
II (0.93,0.94]	II	C. elegans	(0.93,0.94]	0.858491155125136	94	17	II	94	C. elegans
II (0.94,0.95]	II	C. elegans	(0.94,0.95]	2.73872814863535	95	32	II	95	C. elegans
II (0.95,0.96]	II	C. elegans	(0.95,0.96]	0.538095917252478	96	31	II	96	C. elegans
II (0.96,0.97]	II	C. elegans	(0.96,0.97]	0.145064933630743	97	27	II	97	C. elegans
II (0.97,0.98]	II	C. elegans	(0.97,0.98]	-9.02008969628841e-15	98	14	II	98	C. elegans
II (0.98,0.99]	II	C. elegans	(0.98,0.99]	-9.66371190664091e-15	99	25	II	99	C. elegans
II (0.99,1]	II	C. elegans	(0.99,1]	4.88949504949373e-06	100	26	II	100	C. elegans
III (0,0.01]	III	C. elegans	(0,0.01]	0	1	51	III	1	C. elegans
III (0.01,0.02]	III	C. elegans	(0.01,0.02]	3.31554181729881e-06	2	11	III	2	C. elegans
III (0.02,0.03]	III	C. elegans	(0.02,0.03]	-4.54077942459735e-21	3	21	III	3	C. elegans
III (0.03,0.04]	III	C. elegans	(0.03,0.04]	0.419537536708799	4	11	III	4	C. elegans
III (0.04,0.05]	III	C. elegans	(0.04,0.05]	6.2706107194976e-17	5	25	III	5	C. elegans
III (0.05,0.06]	III	C. elegans	(0.05,0.06]	0.36178788426778	6	40	III	6	C. elegans
III (0.06,0.07]	III	C. elegans	(0.06,0.07]	2.69336769789028	7	25	III	7	C. elegans
III (0.07,0.08]	III	C. elegans	(0.07,0.08]	0.243645167948772	8	18	III	8	C. elegans
III (0.08,0.09]	III	C. elegans	(0.08,0.09]	2.1208197680641	9	37	III	9	C. elegans
III (0.09,0.1]	III	C. elegans	(0.09,0.1]	-2.31442967237187e-16	10	32	III	10	C. elegans
III (0.1,0.11]	III	C. elegans	(0.1,0.11]	-2.31442967237186e-16	11	28	III	11	C. elegans
III (0.11,0.12]	III	C. elegans	(0.11,0.12]	7.80572666780764	12	21	III	12	C. elegans
III (0.12,0.13]	III	C. elegans	(0.12,0.13]	0.200976949590528	13	12	III	13	C. elegans
III (0.13,0.14]	III	C. elegans	(0.13,0.14]	1.86080441861479	14	31	III	14	C. elegans
III (0.14,0.15]	III	C. elegans	(0.14,0.15]	1.5662640779201	15	11	III	15	C. elegans
III (0.15,0.16]	III	C. elegans	(0.15,0.16]	5.09386504642117	16	8	III	16	C. elegans
III (0.16,0.17]	III	C. elegans	(0.16,0.17]	1.96947649875638	17	41	III	17	C. elegans
III (0.17,0.18]	III	C. elegans	(0.17,0.18]	4.12525757598665	18	18	III	18	C. elegans
III (0.18,0.19]	III	C. elegans	(0.18,0.19]	1.02924043896729	19	28	III	19	C. elegans
III (0.19,0.2]	III	C. elegans	(0.19,0.2]	4.46746663737344	20	17	III	20	C. elegans
III (0.2,0.21]	III	C. elegans	(0.2,0.21]	3.07428491407169	21	18	III	21	C. elegans
III (0.21,0.22]	III	C. elegans	(0.21,0.22]	2.92951503927166	22	23	III	22	C. elegans
III (0.22,0.23]	III	C. elegans	(0.22,0.23]	0.463342755816149	23	15	III	23	C. elegans
III (0.23,0.24]	III	C. elegans	(0.23,0.24]	0.398078578246247	24	16	III	24	C. elegans
III (0.24,0.25]	III	C. elegans	(0.24,0.25]	2.397002565251	25	34	III	25	C. elegans
III (0.25,0.26]	III	C. elegans	(0.25,0.26]	1.66015096307641	26	17	III	26	C. elegans
III (0.26,0.27]	III	C. elegans	(0.26,0.27]	1.38648310065365	27	13	III	27	C. elegans
III (0.27,0.28]	III	C. elegans	(0.27,0.28]	1.47525469216038e-14	28	40	III	28	C. elegans
III (0.28,0.29]	III	C. elegans	(0.28,0.29]	8.44744461289498e-16	29	21	III	29	C. elegans
III (0.29,0.3]	III	C. elegans	(0.29,0.3]	0.480946225910375	30	39	III	30	C. elegans
III (0.3,0.31]	III	C. elegans	(0.3,0.31]	-1.01758080922748e-14	31	22	III	31	C. elegans
III (0.31,0.32]	III	C. elegans	(0.31,0.32]	-4.05592361889897e-14	32	26	III	32	C. elegans
III (0.32,0.33]	III	C. elegans	(0.32,0.33]	1.49404578897106e-14	33	49	III	33	C. elegans
III (0.33,0.34]	III	C. elegans	(0.33,0.34]	0.549852500955121	34	24	III	34	C. elegans
III (0.34,0.35]	III	C. elegans	(0.34,0.35]	-1.98578186982788e-14	35	31	III	35	C. elegans
III (0.35,0.36]	III	C. elegans	(0.35,0.36]	0.248594931807727	36	71	III	36	C. elegans
III (0.36,0.37]	III	C. elegans	(0.36,0.37]	-5.60587782935178e-16	37	31	III	37	C. elegans
III (0.37,0.38]	III	C. elegans	(0.37,0.38]	1.55861259372002	38	49	III	38	C. elegans
III (0.38,0.39]	III	C. elegans	(0.38,0.39]	0.657051468039182	39	17	III	39	C. elegans
III (0.39,0.4]	III	C. elegans	(0.39,0.4]	0.627008225501428	40	23	III	40	C. elegans
III (0.4,0.41]	III	C. elegans	(0.4,0.41]	0.899652105675806	41	48	III	41	C. elegans
III (0.41,0.42]	III	C. elegans	(0.41,0.42]	0.192860612955558	42	25	III	42	C. elegans
III (0.42,0.43]	III	C. elegans	(0.42,0.43]	-2.28624811254888e-14	43	31	III	43	C. elegans
III (0.43,0.44]	III	C. elegans	(0.43,0.44]	0.221336837956212	44	38	III	44	C. elegans
III (0.44,0.45]	III	C. elegans	(0.44,0.45]	0.582391287315082	45	21	III	45	C. elegans
III (0.45,0.46]	III	C. elegans	(0.45,0.46]	0.145487373445427	46	55	III	46	C. elegans
III (0.46,0.47]	III	C. elegans	(0.46,0.47]	5.7006477163906e-06	47	28	III	47	C. elegans
III (0.47,0.48]	III	C. elegans	(0.47,0.48]	1.2605910162923e-14	48	18	III	48	C. elegans
III (0.48,0.49]	III	C. elegans	(0.48,0.49]	0.550057274523303	49	29	III	49	C. elegans
III (0.49,0.5]	III	C. elegans	(0.49,0.5]	1.3194294060587e-14	50	20	III	50	C. elegans
III (0.5,0.51]	III	C. elegans	(0.5,0.51]	-3.3003467556826e-14	51	23	III	51	C. elegans
III (0.51,0.52]	III	C. elegans	(0.51,0.52]	0.0719502284968867	52	60	III	52	C. elegans
III (0.52,0.53]	III	C. elegans	(0.52,0.53]	-2.41073540901119e-14	53	26	III	53	C. elegans
III (0.53,0.54]	III	C. elegans	(0.53,0.54]	0.27385769986386	54	29	III	54	C. elegans
III (0.54,0.55]	III	C. elegans	(0.54,0.55]	-1.99169647204833e-14	55	32	III	55	C. elegans
III (0.55,0.56]	III	C. elegans	(0.55,0.56]	5.6033687834278e-06	56	11	III	56	C. elegans
III (0.56,0.57]	III	C. elegans	(0.56,0.57]	6.71881698257331e-15	57	41	III	57	C. elegans
III (0.57,0.58]	III	C. elegans	(0.57,0.58]	0.760713117207379	58	32	III	58	C. elegans
III (0.58,0.59]	III	C. elegans	(0.58,0.59]	0.0793279310227028	59	27	III	59	C. elegans
III (0.59,0.6]	III	C. elegans	(0.59,0.6]	0.176188422599532	60	54	III	60	C. elegans
III (0.6,0.61]	III	C. elegans	(0.6,0.61]	0.253978459822054	61	38	III	61	C. elegans
III (0.61,0.62]	III	C. elegans	(0.61,0.62]	0.216921798692102	62	21	III	62	C. elegans
III (0.62,0.63]	III	C. elegans	(0.62,0.63]	1.42953538722459	63	39	III	63	C. elegans
III (0.63,0.64]	III	C. elegans	(0.63,0.64]	-1.13499331147829e-14	64	25	III	64	C. elegans
III (0.64,0.65]	III	C. elegans	(0.64,0.65]	0.429859607410716	65	45	III	65	C. elegans
III (0.65,0.66]	III	C. elegans	(0.65,0.66]	-5.71867427758974e-15	66	25	III	66	C. elegans
III (0.66,0.67]	III	C. elegans	(0.66,0.67]	3.43291477648589	67	25	III	67	C. elegans
III (0.67,0.68]	III	C. elegans	(0.67,0.68]	0.259263258081412	68	34	III	68	C. elegans
III (0.68,0.69]	III	C. elegans	(0.68,0.69]	0.395865698975522	69	25	III	69	C. elegans
III (0.69,0.7]	III	C. elegans	(0.69,0.7]	-3.54254542953527e-14	70	31	III	70	C. elegans
III (0.7,0.71]	III	C. elegans	(0.7,0.71]	0.520341546020435	71	51	III	71	C. elegans
III (0.71,0.72]	III	C. elegans	(0.71,0.72]	0.986939817635373	72	28	III	72	C. elegans
III (0.72,0.73]	III	C. elegans	(0.72,0.73]	1.70743324639463	73	57	III	73	C. elegans
III (0.73,0.74]	III	C. elegans	(0.73,0.74]	-7.65133913019457e-15	74	21	III	74	C. elegans
III (0.74,0.75]	III	C. elegans	(0.74,0.75]	0.726589404313282	75	23	III	75	C. elegans
III (0.75,0.76]	III	C. elegans	(0.75,0.76]	2.2327449573471	76	44	III	76	C. elegans
III (0.76,0.77]	III	C. elegans	(0.76,0.77]	0.79666653451187	77	20	III	77	C. elegans
III (0.77,0.78]	III	C. elegans	(0.77,0.78]	1.37722394809842	78	21	III	78	C. elegans
III (0.78,0.79]	III	C. elegans	(0.78,0.79]	0.555144077074964	79	38	III	79	C. elegans
III (0.79,0.8]	III	C. elegans	(0.79,0.8]	1.16094236733047	80	15	III	80	C. elegans
III (0.8,0.81]	III	C. elegans	(0.8,0.81]	5.322202411328	81	16	III	81	C. elegans
III (0.81,0.82]	III	C. elegans	(0.81,0.82]	3.88434348541988	82	27	III	82	C. elegans
III (0.82,0.83]	III	C. elegans	(0.82,0.83]	1.81238278262441	83	15	III	83	C. elegans
III (0.83,0.84]	III	C. elegans	(0.83,0.84]	0.718517424586939	84	32	III	84	C. elegans
III (0.84,0.85]	III	C. elegans	(0.84,0.85]	0.9916764921101	85	14	III	85	C. elegans
III (0.85,0.86]	III	C. elegans	(0.85,0.86]	2.05307406647343	86	23	III	86	C. elegans
III (0.86,0.87]	III	C. elegans	(0.86,0.87]	1.60501242907974	87	39	III	87	C. elegans
III (0.87,0.88]	III	C. elegans	(0.87,0.88]	1.23992431964051	88	10	III	88	C. elegans
III (0.88,0.89]	III	C. elegans	(0.88,0.89]	2.18305626480773	89	11	III	89	C. elegans
III (0.89,0.9]	III	C. elegans	(0.89,0.9]	4.95428948477071	90	35	III	90	C. elegans
III (0.9,0.91]	III	C. elegans	(0.9,0.91]	-4.28565264020505e-14	91	19	III	91	C. elegans
III (0.91,0.92]	III	C. elegans	(0.91,0.92]	1.51943247903554	92	15	III	92	C. elegans
III (0.92,0.93]	III	C. elegans	(0.92,0.93]	1.01165217012278	93	14	III	93	C. elegans
III (0.93,0.94]	III	C. elegans	(0.93,0.94]	0.385407528330224	94	18	III	94	C. elegans
III (0.94,0.95]	III	C. elegans	(0.94,0.95]	0.856389574811028	95	34	III	95	C. elegans
III (0.95,0.96]	III	C. elegans	(0.95,0.96]	1.553724271549e-17	96	8	III	96	C. elegans
III (0.96,0.97]	III	C. elegans	(0.96,0.97]	1.55372427154899e-17	97	17	III	97	C. elegans
III (0.97,0.98]	III	C. elegans	(0.97,0.98]	-6.10711746879858e-16	98	54	III	98	C. elegans
III (0.98,0.99]	III	C. elegans	(0.98,0.99]	4.29893923869138e-06	99	17	III	99	C. elegans
III (0.99,1]	III	C. elegans	(0.99,1]	1.57670976833751e-16	100	31	III	100	C. elegans
IV (0,0.01]	IV	C. elegans	(0,0.01]	0	1	32	IV	1	C. elegans
IV (0.01,0.02]	IV	C. elegans	(0.01,0.02]	0	2	43	IV	2	C. elegans
IV (0.02,0.03]	IV	C. elegans	(0.02,0.03]	0	3	31	IV	3	C. elegans
IV (0.03,0.04]	IV	C. elegans	(0.03,0.04]	0	4	19	IV	4	C. elegans
IV (0.04,0.05]	IV	C. elegans	(0.04,0.05]	1.653198554116	5	36	IV	5	C. elegans
IV (0.05,0.06]	IV	C. elegans	(0.05,0.06]	1.86349509905854	6	31	IV	6	C. elegans
IV (0.06,0.07]	IV	C. elegans	(0.06,0.07]	1.40454548199095	7	40	IV	7	C. elegans
IV (0.07,0.08]	IV	C. elegans	(0.07,0.08]	11.8673602144156	8	9	IV	8	C. elegans
IV (0.08,0.09]	IV	C. elegans	(0.08,0.09]	2.90250258223013	9	32	IV	9	C. elegans
IV (0.09,0.1]	IV	C. elegans	(0.09,0.1]	0.225868426975857	10	33	IV	10	C. elegans
IV (0.1,0.11]	IV	C. elegans	(0.1,0.11]	4.18498883973917	11	22	IV	11	C. elegans
IV (0.11,0.12]	IV	C. elegans	(0.11,0.12]	4.03711785362096	12	9	IV	12	C. elegans
IV (0.12,0.13]	IV	C. elegans	(0.12,0.13]	3.71137370335386	13	25	IV	13	C. elegans
IV (0.13,0.14]	IV	C. elegans	(0.13,0.14]	1.15923584570227	14	28	IV	14	C. elegans
IV (0.14,0.15]	IV	C. elegans	(0.14,0.15]	1.68023765191466	15	28	IV	15	C. elegans
IV (0.15,0.16]	IV	C. elegans	(0.15,0.16]	0.563820686186746	16	18	IV	16	C. elegans
IV (0.16,0.17]	IV	C. elegans	(0.16,0.17]	0.989553763421428	17	37	IV	17	C. elegans
IV (0.17,0.18]	IV	C. elegans	(0.17,0.18]	1.10380873135055	18	19	IV	18	C. elegans
IV (0.18,0.19]	IV	C. elegans	(0.18,0.19]	0.390564428891524	19	36	IV	19	C. elegans
IV (0.19,0.2]	IV	C. elegans	(0.19,0.2]	2.73628965324152	20	25	IV	20	C. elegans
IV (0.2,0.21]	IV	C. elegans	(0.2,0.21]	3.30290832591741	21	35	IV	21	C. elegans
IV (0.21,0.22]	IV	C. elegans	(0.21,0.22]	2.57309966481316	22	38	IV	22	C. elegans
IV (0.22,0.23]	IV	C. elegans	(0.22,0.23]	1.09076501034302	23	53	IV	23	C. elegans
IV (0.23,0.24]	IV	C. elegans	(0.23,0.24]	0.222228896314093	24	32	IV	24	C. elegans
IV (0.24,0.25]	IV	C. elegans	(0.24,0.25]	0.694962781426575	25	42	IV	25	C. elegans
IV (0.25,0.26]	IV	C. elegans	(0.25,0.26]	0.232453796843659	26	43	IV	26	C. elegans
IV (0.26,0.27]	IV	C. elegans	(0.26,0.27]	0.414500259521329	27	22	IV	27	C. elegans
IV (0.27,0.28]	IV	C. elegans	(0.27,0.28]	1.59635887057116	28	50	IV	28	C. elegans
IV (0.28,0.29]	IV	C. elegans	(0.28,0.29]	0.262387861410122	29	52	IV	29	C. elegans
IV (0.29,0.3]	IV	C. elegans	(0.29,0.3]	0.967366079614069	30	46	IV	30	C. elegans
IV (0.3,0.31]	IV	C. elegans	(0.3,0.31]	-2.21364989722535e-14	31	31	IV	31	C. elegans
IV (0.31,0.32]	IV	C. elegans	(0.31,0.32]	0.482159524271128	32	28	IV	32	C. elegans
IV (0.32,0.33]	IV	C. elegans	(0.32,0.33]	0.382060738624144	33	34	IV	33	C. elegans
IV (0.33,0.34]	IV	C. elegans	(0.33,0.34]	0.240458190162244	34	30	IV	34	C. elegans
IV (0.34,0.35]	IV	C. elegans	(0.34,0.35]	0.423880477471401	35	12	IV	35	C. elegans
IV (0.35,0.36]	IV	C. elegans	(0.35,0.36]	0.422011932505294	36	42	IV	36	C. elegans
IV (0.36,0.37]	IV	C. elegans	(0.36,0.37]	3.03232251308004e-14	37	40	IV	37	C. elegans
IV (0.37,0.38]	IV	C. elegans	(0.37,0.38]	0.615130779322843	38	43	IV	38	C. elegans
IV (0.38,0.39]	IV	C. elegans	(0.38,0.39]	0.20133812162623	39	12	IV	39	C. elegans
IV (0.39,0.4]	IV	C. elegans	(0.39,0.4]	-2.68427337940063e-14	40	39	IV	40	C. elegans
IV (0.4,0.41]	IV	C. elegans	(0.4,0.41]	-1.64916381979745e-14	41	56	IV	41	C. elegans
IV (0.41,0.42]	IV	C. elegans	(0.41,0.42]	9.1808382418473e-16	42	40	IV	42	C. elegans
IV (0.42,0.43]	IV	C. elegans	(0.42,0.43]	1.63561544729465	43	26	IV	43	C. elegans
IV (0.43,0.44]	IV	C. elegans	(0.43,0.44]	-2.15584380031851e-14	44	41	IV	44	C. elegans
IV (0.44,0.45]	IV	C. elegans	(0.44,0.45]	0.443711330161098	45	51	IV	45	C. elegans
IV (0.45,0.46]	IV	C. elegans	(0.45,0.46]	-2.31442151300633e-14	46	41	IV	46	C. elegans
IV (0.46,0.47]	IV	C. elegans	(0.46,0.47]	0.46273203481403	47	26	IV	47	C. elegans
IV (0.47,0.48]	IV	C. elegans	(0.47,0.48]	0.123153214330622	48	60	IV	48	C. elegans
IV (0.48,0.49]	IV	C. elegans	(0.48,0.49]	-2.0902064720314e-14	49	40	IV	49	C. elegans
IV (0.49,0.5]	IV	C. elegans	(0.49,0.5]	0.222934871463326	50	28	IV	50	C. elegans
IV (0.5,0.51]	IV	C. elegans	(0.5,0.51]	0.89961503691508	51	56	IV	51	C. elegans
IV (0.51,0.52]	IV	C. elegans	(0.51,0.52]	1.2188668932952	52	44	IV	52	C. elegans
IV (0.52,0.53]	IV	C. elegans	(0.52,0.53]	0.219788931801549	53	38	IV	53	C. elegans
IV (0.53,0.54]	IV	C. elegans	(0.53,0.54]	5.0383922921482e-06	54	31	IV	54	C. elegans
IV (0.54,0.55]	IV	C. elegans	(0.54,0.55]	2.94971252908797e-14	55	44	IV	55	C. elegans
IV (0.55,0.56]	IV	C. elegans	(0.55,0.56]	0.461515600132035	56	51	IV	56	C. elegans
IV (0.56,0.57]	IV	C. elegans	(0.56,0.57]	0.751895218493845	57	55	IV	57	C. elegans
IV (0.57,0.58]	IV	C. elegans	(0.57,0.58]	0.525780835839211	58	37	IV	58	C. elegans
IV (0.58,0.59]	IV	C. elegans	(0.58,0.59]	3.18676732352461e-06	59	59	IV	59	C. elegans
IV (0.59,0.6]	IV	C. elegans	(0.59,0.6]	-2.51390516437904e-14	60	40	IV	60	C. elegans
