sp	chrom	w	n	norm	theta
tropicalis	II	11940000	155	0.938679245283019	0.00209980821965017
tropicalis	II	11960000	92	0.940251572327044	0.00124633778198591
tropicalis	II	11980000	124	0.941823899371069	0.00167984657572014
tropicalis	II	1.2e+07	112	0.943396226415094	0.0015172807780698
tropicalis	II	12020000	173	0.944968553459119	0.00231636977839539
tropicalis	II	12040000	87	0.946540880503145	0.00116487959953988
tropicalis	II	12060000	77	0.94811320754717	0.00103098539269621
tropicalis	II	12080000	107	0.949685534591195	0.00144954502904883
tropicalis	II	12100000	126	0.95125786163522	0.00170694087532853
tropicalis	II	12120000	70	0.952830188679245	0.000937259447905648
tropicalis	II	12140000	69	0.95440251572327	0.000923870027221282
tropicalis	II	12160000	86	0.955974842767296	0.00115149017885551
tropicalis	II	12180000	125	0.957547169811321	0.0016736775855458
tropicalis	II	12200000	57	0.959119496855346	0.000763196979008885
tropicalis	II	12220000	65	0.960691823899371	0.000870312344483816
tropicalis	II	12240000	69	0.962264150943396	0.000923870027221282
tropicalis	II	12260000	41	0.963836477987421	0.000548966248059023
tropicalis	II	12280000	41	0.965408805031447	0.000548966248059023
tropicalis	II	12300000	44	0.966981132075472	0.000596074591384565
tropicalis	II	12320000	43	0.968553459119497	0.000575745089427755
tropicalis	II	12340000	41	0.970125786163522	0.000548966248059023
tropicalis	II	12360000	25	0.971698113207547	0.00033473551710916
tropicalis	II	12380000	50	0.973270440251572	0.00066947103421832
tropicalis	II	12400000	30	0.974842767295597	0.000401682620530992
tropicalis	II	12420000	29	0.976415094339623	0.000388293199846626
tropicalis	II	12440000	36	0.977987421383648	0.00048201914463719
tropicalis	II	12460000	31	0.979559748427673	0.000415072041215358
tropicalis	II	12480000	41	0.981132075471698	0.000548966248059023
tropicalis	II	12500000	62	0.982704402515723	0.000830144082430717
tropicalis	II	12520000	37	0.984276729559748	0.000495408565321557
tropicalis	II	12540000	40	0.985849056603774	0.000541885992167786
tropicalis	II	12560000	45	0.987421383647799	0.00060962174118876
tropicalis	II	12580000	23	0.988993710691824	0.000307956675740427
tropicalis	II	12600000	32	0.990566037735849	0.000428461461899725
tropicalis	II	12620000	28	0.992138364779874	0.000374903779162259
tropicalis	II	12640000	35	0.993710691823899	0.000468629723952824
tropicalis	II	12660000	40	0.995283018867925	0.000535576827374656
tropicalis	II	12680000	37	0.99685534591195	0.000495408565321557
tropicalis	II	12700000	87	0.998427672955975	0.00119329820528132
tropicalis	II	12720000	3	1	4.43691287590409e-05
tropicalis	III	0	45	0	0.000602523930796488
tropicalis	III	20000	40	0.00170940170940171	0.000535576827374656
tropicalis	III	40000	47	0.00341880341880342	0.000629302772165221
tropicalis	III	60000	43	0.00512820512820513	0.000575745089427755
tropicalis	III	80000	32	0.00683760683760684	0.000428461461899725
tropicalis	III	1e+05	28	0.00854700854700855	0.000374903779162259
tropicalis	III	120000	25	0.0102564102564103	0.00033473551710916
tropicalis	III	140000	45	0.011965811965812	0.000602523930796488
tropicalis	III	160000	35	0.0136752136752137	0.000468629723952824
tropicalis	III	180000	43	0.0153846153846154	0.000575745089427755
tropicalis	III	2e+05	36	0.0170940170940171	0.00048201914463719
tropicalis	III	220000	37	0.0188034188034188	0.000495408565321557
tropicalis	III	240000	75	0.0205128205128205	0.00100420655132748
tropicalis	III	260000	38	0.0222222222222222	0.000508797986005923
tropicalis	III	280000	83	0.0239316239316239	0.00112441343374816
tropicalis	III	3e+05	49	0.0256410256410256	0.000656081613533954
tropicalis	III	320000	69	0.0273504273504274	0.000934753336489431
tropicalis	III	340000	50	0.0290598290598291	0.00066947103421832
tropicalis	III	360000	63	0.0307692307692308	0.000853470437664263
tropicalis	III	380000	52	0.0324786324786325	0.000696249875587053
tropicalis	III	4e+05	98	0.0341880341880342	0.00132762068081108
tropicalis	III	420000	69	0.0358974358974359	0.000934753336489431
tropicalis	III	440000	74	0.0376068376068376	0.000990817130643114
tropicalis	III	460000	55	0.0393162393162393	0.000736418137640152
tropicalis	III	480000	62	0.041025641025641	0.000830144082430717
tropicalis	III	5e+05	42	0.0427350427350427	0.000562355668743389
tropicalis	III	520000	90	0.0444444444444444	0.00121924348237752
tropicalis	III	540000	85	0.0461538461538462	0.00113810075817114
tropicalis	III	560000	61	0.0478632478632479	0.000826376138055874
tropicalis	III	580000	84	0.0495726495726496	0.00113796058355235
tropicalis	III	6e+05	65	0.0512820512820513	0.000870312344483816
tropicalis	III	620000	65	0.052991452991453	0.000870312344483816
tropicalis	III	640000	147	0.0547008547008547	0.00199143102121661
tropicalis	III	660000	138	0.0564102564102564	0.00184774005444256
tropicalis	III	680000	96	0.0581196581196581	0.00130052638120269
tropicalis	III	7e+05	104	0.0598290598290598	0.00140890357963624
tropicalis	III	720000	110	0.0615384615384615	0.00149018647846141
tropicalis	III	740000	84	0.0632478632478633	0.00113796058355235
tropicalis	III	760000	78	0.064957264957265	0.00104437481338058
tropicalis	III	780000	86	0.0666666666666667	0.00116505488316074
tropicalis	III	8e+05	77	0.0683760683760684	0.00104313053492299
tropicalis	III	820000	78	0.0700854700854701	0.00105667768472718
tropicalis	III	840000	185	0.0717948717948718	0.00247704282660778
tropicalis	III	860000	345	0.0735042735042735	0.00461935013610641
tropicalis	III	880000	387	0.0752136752136752	0.00524274697422333
tropicalis	III	9e+05	92	0.0769230769230769	0.00124633778198591
tropicalis	III	920000	83	0.0786324786324786	0.00112441343374816
tropicalis	III	940000	121	0.0803418803418803	0.00163920512630755
tropicalis	III	960000	112	0.082051282051282	0.0015172807780698
tropicalis	III	980000	77	0.0837606837606838	0.00104313053492299
tropicalis	III	1e+06	111	0.0854700854700855	0.00150373362826561
tropicalis	III	1020000	112	0.0871794871794872	0.0015172807780698
tropicalis	III	1040000	78	0.0888888888888889	0.00105667768472718
tropicalis	III	1060000	123	0.0905982905982906	0.00166629942591594
tropicalis	III	1080000	146	0.0923076923076923	0.00197788387141242
tropicalis	III	1100000	125	0.094017094017094	0.0016736775855458
tropicalis	III	1120000	303	0.0957264957264957	0.00405699446736302
tropicalis	III	1140000	91	0.0974358974358974	0.00123279063218171
tropicalis	III	1160000	119	0.0991452991452991	0.00161211082669916
tropicalis	III	1180000	148	0.100854700854701	0.00200497817102081
tropicalis	III	1200000	53	0.102564102564103	0.000717998939622317
tropicalis	III	1220000	100	0.104273504273504	0.00135471498041947
tropicalis	III	1240000	87	0.105982905982906	0.00117860203296494
tropicalis	III	1260000	107	0.107692307692308	0.00144954502904883
tropicalis	III	1280000	178	0.109401709401709	0.00241139266514665
tropicalis	III	1300000	133	0.111111111111111	0.00180177092395789
tropicalis	III	1320000	66	0.112820512820513	0.000883701765168182
tropicalis	III	1340000	103	0.114529914529915	0.00139535642983205
tropicalis	III	1360000	87	0.116239316239316	0.00117860203296494
tropicalis	III	1380000	465	0.117948717948718	0.00629942465895052
tropicalis	III	1400000	254	0.11965811965812	0.00344097605026544
tropicalis	III	1420000	84	0.121367521367521	0.00113796058355235
tropicalis	III	1440000	68	0.123076923076923	0.000921206186685237
tropicalis	III	1460000	104	0.124786324786325	0.00140890357963624
tropicalis	III	1480000	273	0.126495726495727	0.00369837189654514
tropicalis	III	1500000	949	0.128205128205128	0.0130165516874939
tropicalis	III	1520000	618	0.12991452991453	0.00847653207889489
tropicalis	III	1540000	470	0.131623931623932	0.00636716040797149
tropicalis	III	1560000	98	0.133333333333333	0.00131216322706791
tropicalis	III	1580000	357	0.135042735042735	0.00489663746305093
tropicalis	III	1600000	585	0.136752136752137	0.00802390172516749
tropicalis	III	1620000	119	0.138461538461538	0.00161211082669916
tropicalis	III	1640000	78	0.14017094017094	0.00104437481338058
tropicalis	III	1660000	84	0.141880341880342	0.00112471133748678
tropicalis	III	1680000	47	0.143589743589744	0.000629302772165221
tropicalis	III	1700000	107	0.145299145299145	0.00144954502904883
tropicalis	III	1720000	431	0.147008547008547	0.0058388215656079
tropicalis	III	1740000	499	0.148717948717949	0.00676002775229313
tropicalis	III	1760000	153	0.15042735042735	0.00207271392004178
tropicalis	III	1780000	127	0.152136752136752	0.00172048802513272
tropicalis	III	1800000	207	0.153846153846154	0.00280426000946829
tropicalis	III	1820000	231	0.155555555555556	0.00312939160476897
tropicalis	III	1840000	173	0.157264957264957	0.00237288033923757
tropicalis	III	1860000	645	0.158974358974359	0.00896396156291196
tropicalis	III	1880000	744	0.160683760683761	0.0103398254307077
tropicalis	III	1900000	636	0.162393162393162	0.0087234213627462
tropicalis	III	1920000	114	0.164102564102564	0.00154437507767819
tropicalis	III	1940000	315	0.165811965811966	0.00432056246739788
tropicalis	III	1960000	104	0.167521367521368	0.00139249975117411
tropicalis	III	1980000	337	0.169230769230769	0.0045653894840136
tropicalis	III	2e+06	586	0.170940170940171	0.00784620052103871
tropicalis	III	2020000	224	0.172649572649573	0.0030345615561396
tropicalis	III	2040000	90	0.174358974358974	0.00121924348237752
tropicalis	III	2060000	353	0.176068376068376	0.00484177317775064
tropicalis	III	2080000	157	0.177777777777778	0.0021534231980364
tropicalis	III	2100000	479	0.17948717948718	0.00665695750175942
tropicalis	III	2120000	351	0.181196581196581	0.00487806280400325
tropicalis	III	2140000	108	0.182905982905983	0.00146309217885302
tropicalis	III	2160000	75	0.184615384615385	0.0010160362353146
tropicalis	III	2180000	118	0.186324786324786	0.00159856367689497
tropicalis	III	2200000	223	0.188034188034188	0.00298584081261371
tropicalis	III	2220000	137	0.18974358974359	0.0018343506337582
tropicalis	III	2240000	108	0.191452991452991	0.00144605743391157
tropicalis	III	2260000	83	0.193162393162393	0.00111132191680241
tropicalis	III	2280000	70	0.194871794871795	0.000937259447905648
tropicalis	III	2300000	121	0.196581196581197	0.00162011990280833
tropicalis	III	2320000	208	0.198290598290598	0.00285294283561511
tropicalis	III	2340000	71	0.2	0.000961847636097821
tropicalis	III	2360000	79	0.201709401709402	0.00105776423406495
tropicalis	III	2380000	69	0.203418803418803	0.000934753336489431
tropicalis	III	2400000	86	0.205128205128205	0.00116505488316074
tropicalis	III	2420000	262	0.206837606837607	0.003549353248699
tropicalis	III	2440000	69	0.208547008547009	0.000923870027221282
tropicalis	III	2460000	122	0.21025641025641	0.0016335093234927
tropicalis	III	2480000	94	0.211965811965812	0.00125860554433044
tropicalis	III	2500000	394	0.213675213675214	0.00533757702285269
tropicalis	III	2520000	71	0.215384615384615	0.000950648868590014
tropicalis	III	2540000	161	0.217094017094017	0.00218109111847534
tropicalis	III	2560000	147	0.218803418803419	0.00199143102121661
tropicalis	III	2580000	80	0.220512820512821	0.00108377198433557
tropicalis	III	2600000	131	0.222222222222222	0.001754014109652
tropicalis	III	2620000	76	0.223931623931624	0.00102958338511879
tropicalis	III	2640000	82	0.225641025641026	0.00109793249611805
tropicalis	III	2660000	86	0.227350427350427	0.00115149017885551
tropicalis	III	2680000	135	0.229059829059829	0.00180757179238946
tropicalis	III	2700000	54	0.230769230769231	0.000723028716955786
tropicalis	III	2720000	81	0.232478632478633	0.00108454307543368
tropicalis	III	2740000	113	0.234188034188034	0.0015130045373334
tropicalis	III	2760000	255	0.235897435897436	0.00345452320006964
tropicalis	III	2780000	317	0.237606837606838	0.00434799461004803
tropicalis	III	2800000	304	0.239316239316239	0.00411833354047518
tropicalis	III	2820000	848	0.241025641025641	0.0114879830339571
tropicalis	III	2840000	593	0.242735042735043	0.00803345983388743
tropicalis	III	2860000	721	0.244444444444444	0.00988928742537737
tropicalis	III	2880000	466	0.246153846153846	0.00639168923748385
tropicalis	III	2900000	129	0.247863247863248	0.00174758232474111
tropicalis	III	2920000	164	0.24957264957265	0.00222173256788792
tropicalis	III	2940000	4	0.251282051282051	5.41885992167786e-05
tropicalis	III	2960000	9	0.252991452991453	0.000128751383342694
tropicalis	III	2980000	1	0.254700854700855	1.53772233094058e-05
tropicalis	III	3e+06	23	0.256410256410256	0.000307956675740427
tropicalis	III	3020000	87	0.258119658119658	0.00116487959953988
tropicalis	III	3040000	68	0.25982905982906	0.000910480606536915
tropicalis	III	3060000	102	0.261538461538462	0.00138180928002786
tropicalis	III	3080000	93	0.263247863247863	0.00124521612364608
tropicalis	III	3100000	56	0.264957264957265	0.000749807558324519
tropicalis	III	3120000	51	0.266666666666667	0.000682860454902686
tropicalis	III	3140000	69	0.268376068376068	0.000923870027221282
tropicalis	III	3160000	193	0.27008547008547	0.00264720176573902
tropicalis	III	3180000	132	0.271794871794872	0.00178822377415369
tropicalis	III	3200000	107	0.273504273504274	0.0014326680132272
tropicalis	III	3220000	40	0.275213675213675	0.000535576827374656
tropicalis	III	3240000	51	0.276923076923077	0.000682860454902686
tropicalis	III	3260000	60	0.278632478632479	0.000803365241061984
tropicalis	III	3280000	72	0.28034188034188	0.000964038289274381
tropicalis	III	3300000	47	0.282051282051282	0.000629302772165221
tropicalis	III	3320000	53	0.283760683760684	0.000709639296271419
tropicalis	III	3340000	41	0.285470085470085	0.000548966248059023
tropicalis	III	3360000	45	0.287179487179487	0.000602523930796488
tropicalis	III	3380000	37	0.288888888888889	0.000495408565321557
tropicalis	III	3400000	308	0.290598290598291	0.00412394157078485
tropicalis	III	3420000	474	0.292307692307692	0.00634658540438967
tropicalis	III	3440000	48	0.294017094017094	0.000642692192849587
tropicalis	III	3460000	60	0.295726495726496	0.000803365241061984
tropicalis	III	3480000	61	0.297435897435897	0.000826376138055874
tropicalis	III	3500000	141	0.299145299145299	0.00191014812239145
tropicalis	III	3520000	341	0.300854700854701	0.00456579245336894
tropicalis	III	3540000	401	0.302564102564103	0.00536915769443093
tropicalis	III	3560000	67	0.304273504273504	0.000897091185852549
tropicalis	III	3580000	49	0.305982905982906	0.000656081613533954
tropicalis	III	3600000	56	0.307692307692308	0.000749807558324519
tropicalis	III	3620000	44	0.309401709401709	0.000589134510112122
tropicalis	III	3640000	52	0.311111111111111	0.000696249875587053
tropicalis	III	3660000	47	0.312820512820513	0.000629302772165221
tropicalis	III	3680000	30	0.314529914529915	0.000401682620530992
tropicalis	III	3700000	51	0.316239316239316	0.000682860454902686
tropicalis	III	3720000	49	0.317948717948718	0.000663810340405538
tropicalis	III	3740000	63	0.31965811965812	0.000853470437664263
tropicalis	III	3760000	62	0.321367521367521	0.000830144082430717
tropicalis	III	3780000	49	0.323076923076923	0.000656081613533954
tropicalis	III	3800000	25	0.324786324786325	0.00033473551710916
tropicalis	III	3820000	41	0.326495726495727	0.000548966248059023
tropicalis	III	3840000	35	0.328205128205128	0.000468629723952824
tropicalis	III	3860000	49	0.32991452991453	0.000656081613533954
tropicalis	III	3880000	47	0.331623931623932	0.000629302772165221
tropicalis	III	3900000	42	0.333333333333333	0.000568980291776176
tropicalis	III	3920000	22	0.335042735042735	0.000301753569151598
tropicalis	III	3940000	29	0.336752136752137	0.000388293199846626
tropicalis	III	3960000	34	0.338461538461539	0.000455240303268458
tropicalis	III	3980000	54	0.34017094017094	0.000723028716955786
tropicalis	III	4e+06	46	0.341880341880342	0.000615913351480855
tropicalis	III	4020000	32	0.343589743589744	0.000428461461899725
tropicalis	III	4040000	32	0.345299145299145	0.000428461461899725
tropicalis	III	4060000	29	0.347008547008547	0.000388293199846626
tropicalis	III	4080000	56	0.348717948717949	0.000758640389034901
tropicalis	III	4100000	91	0.35042735042735	0.00123279063218171
tropicalis	III	4120000	28	0.352136752136752	0.000374903779162259
tropicalis	III	4140000	22	0.353846153846154	0.000294567255056061
tropicalis	III	4160000	30	0.355555555555556	0.000401682620530992
tropicalis	III	4180000	34	0.357264957264957	0.000455240303268458
tropicalis	III	4200000	28	0.358974358974359	0.000374903779162259
tropicalis	III	4220000	31	0.360683760683761	0.000415072041215358
tropicalis	III	4240000	28	0.362393162393162	0.000374903779162259
tropicalis	III	4260000	33	0.364102564102564	0.000441850882584091
tropicalis	III	4280000	116	0.365811965811966	0.0015531727993865
tropicalis	III	4300000	47	0.367521367521368	0.000636716040797149
tropicalis	III	4320000	32	0.369230769230769	0.000428461461899725
tropicalis	III	4340000	25	0.370940170940171	0.00033473551710916
tropicalis	III	4360000	30	0.372649572649573	0.000401682620530992
tropicalis	III	4380000	34	0.374358974358974	0.000455240303268458
tropicalis	III	4400000	32	0.376068376068376	0.000428461461899725
tropicalis	III	4420000	46	0.377777777777778	0.000615913351480855
tropicalis	III	4440000	69	0.379487179487179	0.000934753336489431
tropicalis	III	4460000	78	0.381196581196581	0.00105667768472718
tropicalis	III	4480000	45	0.382905982905983	0.000602523930796488
tropicalis	III	4500000	27	0.384615384615385	0.000361514358477893
tropicalis	III	4520000	21	0.386324786324786	0.000281177834371694
tropicalis	III	4540000	37	0.388034188034188	0.000495408565321557
tropicalis	III	4560000	113	0.38974358974359	0.001530827927874
tropicalis	III	4580000	52	0.391452991452991	0.000696249875587053
tropicalis	III	4600000	39	0.393162393162393	0.00052218740669029
tropicalis	III	4620000	63	0.394871794871795	0.000843533503115083
tropicalis	III	4640000	39	0.396581196581197	0.000528338842363592
tropicalis	III	4660000	37	0.398290598290598	0.000495408565321557
tropicalis	III	4680000	24	0.4	0.000321346096424794
tropicalis	III	4700000	88	0.401709401709402	0.00119214918276913
tropicalis	III	4720000	48	0.403418803418803	0.000642692192849587
tropicalis	III	4740000	36	0.405128205128205	0.00048201914463719
tropicalis	III	4760000	38	0.406837606837607	0.000508797986005923
tropicalis	III	4780000	40	0.408547008547009	0.000535576827374656
tropicalis	III	4800000	45	0.41025641025641	0.000602523930796488
tropicalis	III	4820000	33	0.411965811965812	0.000441850882584091
tropicalis	III	4840000	35	0.413675213675214	0.000474150243146813
tropicalis	III	4860000	38	0.415384615384615	0.000508797986005923
tropicalis	III	4880000	48	0.417094017094017	0.000642692192849587
tropicalis	III	4900000	10	0.418803418803419	0.000143057092602993
tropicalis	III	4920000	25	0.420512820512821	0.000338678745104866
tropicalis	III	4940000	33	0.422222222222222	0.000441850882584091
tropicalis	III	4960000	42	0.423931623931624	0.000568980291776176
tropicalis	III	4980000	23	0.425641025641026	0.000307956675740427
tropicalis	III	5e+06	71	0.427350427350427	0.000961847636097821
tropicalis	III	5020000	35	0.429059829059829	0.000468629723952824
tropicalis	III	5040000	35	0.430769230769231	0.000468629723952824
tropicalis	III	5060000	37	0.432478632478633	0.000495408565321557
tropicalis	III	5080000	37	0.434188034188034	0.000495408565321557
tropicalis	III	5100000	31	0.435897435897436	0.000415072041215358
tropicalis	III	5120000	54	0.437606837606838	0.000723028716955786
tropicalis	III	5140000	36	0.439316239316239	0.000487697392951008
tropicalis	III	5160000	45	0.441025641025641	0.000602523930796488
tropicalis	III	5180000	32	0.442735042735043	0.000428461461899725
tropicalis	III	5200000	45	0.444444444444444	0.000602523930796488
tropicalis	III	5220000	31	0.446153846153846	0.000415072041215358
tropicalis	III	5240000	43	0.447863247863248	0.000575745089427755
tropicalis	III	5260000	32	0.44957264957265	0.000428461461899725
tropicalis	III	5280000	30	0.451282051282051	0.000401682620530992
tropicalis	III	5300000	51	0.452991452991453	0.000690904640013928
tropicalis	III	5320000	44	0.454700854700855	0.000611495052353684
tropicalis	III	5340000	39	0.456410256410256	0.00052218740669029
tropicalis	III	5360000	40	0.458119658119658	0.000535576827374656
tropicalis	III	5380000	38	0.45982905982906	0.000508797986005923
tropicalis	III	5400000	27	0.461538461538462	0.000361514358477893
tropicalis	III	5420000	41	0.463247863247863	0.000548966248059023
tropicalis	III	5440000	40	0.464957264957265	0.000535576827374656
tropicalis	III	5460000	31	0.466666666666667	0.000415072041215358
tropicalis	III	5480000	32	0.468376068376068	0.000433508793734229
tropicalis	III	5500000	38	0.47008547008547	0.000508797986005923
tropicalis	III	5520000	25	0.471794871794872	0.00033473551710916
tropicalis	III	5540000	35	0.473504273504274	0.000468629723952824
tropicalis	III	5560000	27	0.475213675213675	0.000361514358477893
tropicalis	III	5580000	58	0.476923076923077	0.00078573468864329
tropicalis	III	5600000	53	0.478632478632479	0.000709639296271419
tropicalis	III	5620000	54	0.48034188034188	0.000731546089426512
tropicalis	III	5640000	20	0.482051282051282	0.000267788413687328
tropicalis	III	5660000	31	0.483760683760684	0.000415072041215358
tropicalis	III	5680000	26	0.485470085470085	0.000348124937793526
tropicalis	III	5700000	35	0.487179487179487	0.000468629723952824
tropicalis	III	5720000	40	0.488888888888889	0.000535576827374656
tropicalis	III	5740000	44	0.490598290598291	0.000589134510112122
tropicalis	III	5760000	30	0.492307692307692	0.000401682620530992
tropicalis	III	5780000	42	0.494017094017094	0.000562355668743389
tropicalis	III	5800000	34	0.495726495726496	0.000455240303268458
tropicalis	III	5820000	24	0.497435897435897	0.000325131595300672
tropicalis	III	5840000	33	0.499145299145299	0.000447055943538424
tropicalis	III	5860000	30	0.500854700854701	0.00040641449412584
tropicalis	III	5880000	46	0.502564102564103	0.000615913351480855
tropicalis	III	5900000	33	0.504273504273504	0.000441850882584091
tropicalis	III	5920000	38	0.505982905982906	0.000508797986005923
tropicalis	III	5940000	34	0.507692307692308	0.000460603093342618
tropicalis	III	5960000	36	0.509401709401709	0.00048201914463719
tropicalis	III	5980000	48	0.511111111111111	0.000642692192849587
tropicalis	III	6e+06	48	0.512820512820513	0.000642692192849587
tropicalis	III	6020000	30	0.514529914529915	0.000401682620530992
tropicalis	III	6040000	31	0.516239316239316	0.000415072041215358
tropicalis	III	6060000	38	0.517948717948718	0.000508797986005923
tropicalis	III	6080000	53	0.51965811965812	0.000709639296271419
tropicalis	III	6100000	30	0.521367521367521	0.000401682620530992
tropicalis	III	6120000	44	0.523076923076923	0.000589134510112122
tropicalis	III	6140000	31	0.524786324786325	0.000415072041215358
tropicalis	III	6160000	40	0.526495726495727	0.000535576827374656
tropicalis	III	6180000	26	0.528205128205128	0.000348124937793526
tropicalis	III	6200000	35	0.52991452991453	0.000474150243146813
tropicalis	III	6220000	32	0.531623931623932	0.000428461461899725
tropicalis	III	6240000	34	0.533333333333333	0.000460603093342618
tropicalis	III	6260000	27	0.535042735042735	0.000361514358477893
tropicalis	III	6280000	26	0.536752136752137	0.000348124937793526
tropicalis	III	6300000	42	0.538461538461538	0.000562355668743389
tropicalis	III	6320000	43	0.54017094017094	0.00058252744158037
tropicalis	III	6340000	29	0.541880341880342	0.000388293199846626
tropicalis	III	6360000	46	0.543589743589744	0.000615913351480855
tropicalis	III	6380000	38	0.545299145299145	0.000508797986005923
tropicalis	III	6400000	203	0.547008547008547	0.00271805239892638
tropicalis	III	6420000	37	0.548717948717949	0.000501244542755202
tropicalis	III	6440000	46	0.55042735042735	0.000615913351480855
tropicalis	III	6460000	31	0.552136752136752	0.000419961643930034
tropicalis	III	6480000	51	0.553846153846154	0.000690904640013928
tropicalis	III	6500000	25	0.555555555555556	0.000342901783126816
tropicalis	III	6520000	32	0.557264957264957	0.000433508793734229
tropicalis	III	6540000	45	0.558974358974359	0.000602523930796488
tropicalis	III	6560000	31	0.560683760683761	0.000415072041215358
tropicalis	III	6580000	35	0.562393162393162	0.000474150243146813
tropicalis	III	6600000	33	0.564102564102564	0.000441850882584091
tropicalis	III	6620000	31	0.565811965811966	0.000415072041215358
tropicalis	III	6640000	32	0.567521367521368	0.000428461461899725
tropicalis	III	6660000	30	0.569230769230769	0.000401682620530992
tropicalis	III	6680000	67	0.570940170940171	0.000918976778779867
tropicalis	III	6700000	27	0.572649572649573	0.000361514358477893
tropicalis	III	6720000	29	0.574358974358974	0.000388293199846626
tropicalis	III	6740000	31	0.576068376068376	0.000415072041215358
tropicalis	III	6760000	33	0.577777777777778	0.000441850882584091
tropicalis	III	6780000	44	0.57948717948718	0.000589134510112122
tropicalis	III	6800000	38	0.581196581196581	0.000508797986005923
tropicalis	III	6820000	28	0.582905982905983	0.000384049997102034
tropicalis	III	6840000	30	0.584615384615385	0.00040641449412584
tropicalis	III	6860000	31	0.586324786324786	0.000419961643930034
tropicalis	III	6880000	28	0.588034188034188	0.000374903779162259
tropicalis	III	6900000	56	0.58974358974359	0.000758640389034901
tropicalis	III	6920000	33	0.591452991452992	0.000447055943538424
tropicalis	III	6940000	44	0.593162393162393	0.000589134510112122
tropicalis	III	6960000	31	0.594871794871795	0.000415072041215358
tropicalis	III	6980000	25	0.596581196581197	0.000338678745104866
tropicalis	III	7e+06	31	0.598290598290598	0.000415072041215358
tropicalis	III	7020000	51	0.6	0.000699519637578705
tropicalis	III	7040000	23	0.601709401709402	0.000307956675740427
tropicalis	III	7060000	29	0.603418803418803	0.000388293199846626
tropicalis	III	7080000	29	0.605128205128205	0.000388293199846626
tropicalis	III	7100000	38	0.606837606837607	0.000508797986005923
tropicalis	III	7120000	24	0.608547008547009	0.000321346096424794
tropicalis	III	7140000	28	0.61025641025641	0.000374903779162259
tropicalis	III	7160000	27	0.611965811965812	0.000361514358477893
tropicalis	III	7180000	21	0.613675213675214	0.000284490145888088
tropicalis	III	7200000	41	0.615384615384615	0.000548966248059023
tropicalis	III	7220000	29	0.617094017094017	0.000392867344321645
tropicalis	III	7240000	45	0.618803418803419	0.000602523930796488
tropicalis	III	7260000	34	0.620512820512821	0.000455240303268458
tropicalis	III	7280000	24	0.622222222222222	0.000321346096424794
tropicalis	III	7300000	21	0.623931623931624	0.000281177834371694
tropicalis	III	7320000	26	0.625641025641026	0.000348124937793526
tropicalis	III	7340000	40	0.627350427350427	0.000535576827374656
tropicalis	III	7360000	36	0.629059829059829	0.00048201914463719
tropicalis	III	7380000	28	0.630769230769231	0.000374903779162259
tropicalis	III	7400000	54	0.632478632478633	0.000723028716955786
tropicalis	III	7420000	41	0.634188034188034	0.000562358924327978
tropicalis	III	7440000	22	0.635897435897436	0.000294567255056061
tropicalis	III	7460000	51	0.637606837606838	0.000682860454902686
tropicalis	III	7480000	33	0.639316239316239	0.000441850882584091
tropicalis	III	7500000	53	0.641025641025641	0.000717998939622317
tropicalis	III	7520000	30	0.642735042735043	0.000401682620530992
tropicalis	III	7540000	25	0.644444444444445	0.00033473551710916
tropicalis	III	7560000	29	0.646153846153846	0.000388293199846626
tropicalis	III	7580000	35	0.647863247863248	0.000468629723952824
tropicalis	III	7600000	36	0.64957264957265	0.00048201914463719
tropicalis	III	7620000	35	0.651282051282051	0.000468629723952824
tropicalis	III	7640000	31	0.652991452991453	0.000415072041215358
tropicalis	III	7660000	33	0.654700854700855	0.000447055943538424
tropicalis	III	7680000	48	0.656410256410256	0.000642692192849587
tropicalis	III	7700000	24	0.658119658119658	0.000321346096424794
tropicalis	III	7720000	30	0.65982905982906	0.000401682620530992
tropicalis	III	7740000	25	0.661538461538462	0.00033473551710916
tropicalis	III	7760000	26	0.663247863247863	0.000348124937793526
tropicalis	III	7780000	86	0.664957264957265	0.00115149017885551
tropicalis	III	7800000	149	0.666666666666667	0.00199502368197059
tropicalis	III	7820000	67	0.668376068376068	0.000907659036881042
tropicalis	III	7840000	27	0.67008547008547	0.000361514358477893
tropicalis	III	7860000	28	0.671794871794872	0.000374903779162259
tropicalis	III	7880000	104	0.673504273504274	0.00139249975117411
tropicalis	III	7900000	20	0.675213675213675	0.000267788413687328
tropicalis	III	7920000	31	0.676923076923077	0.000415072041215358
tropicalis	III	7940000	35	0.678632478632479	0.000468629723952824
tropicalis	III	7960000	32	0.68034188034188	0.000428461461899725
tropicalis	III	7980000	61	0.682051282051282	0.00081675466174635
tropicalis	III	8e+06	43	0.683760683760684	0.000575745089427755
tropicalis	III	8020000	49	0.685470085470086	0.000663810340405538
tropicalis	III	8040000	52	0.687179487179487	0.000696249875587053
tropicalis	III	8060000	57	0.688888888888889	0.000763196979008885
tropicalis	III	8080000	67	0.690598290598291	0.000907659036881042
tropicalis	III	8100000	32	0.692307692307692	0.000428461461899725
tropicalis	III	8120000	34	0.694017094017094	0.000455240303268458
tropicalis	III	8140000	32	0.695726495726496	0.000428461461899725
tropicalis	III	8160000	153	0.697435897435897	0.00204858136470806
tropicalis	III	8180000	34	0.699145299145299	0.000455240303268458
